Trip Id,Destination,Country,Start_Date,End_Date,Duration_Days,Traveler_Name,Gender,Nationality,Amount_Spent,People_Visited,Annual_Visitors,Trip_Budget,Destination_Economy,Transportation,Travel_Type,Annual_Tourism_Income
390,Cape Town,South Africa,25-11-2024,13-12-2024,18,Todd Moore,Male,Palestinian Territory,1737,3,6525930,2118,Medium,Train,Business,28898545230
391,Dubai,UAE,13-11-2024,06-12-2024,23,Lisa Kirby,Other,Monaco,619,4,6124901,1701,High,Bus,Family,26336822876
392,Barcelona,Spain,17-08-2023,05-09-2023,19,Alyssa Williams,Female,Norway,6663,3,3116809,6816,Medium,Cruise,Group,25858011842
393,Paris,France,06-03-2025,03-04-2025,28,Marilyn Wang,Female,Israel,1259,4,8982399,2091,High,Train,Group,27439114547
394,New York,USA,08-11-2024,18-11-2024,10,Kathleen Burton,Other,French Guiana,4251,3,9053825,6022,High,Air,Group,25136471294
395,Barcelona,Spain,26-11-2024,26-12-2024,30,Karen Ballard,Female,Poland,6113,2,3054473,6697,High,Car,Family,25858011842
396,Barcelona,Spain,27-05-2024,30-05-2024,3,Benjamin Brown,Other,Kazakhstan,6061,5,9555747,6452,High,Train,Couple,25858011842
397,Cape Town,South Africa,03-06-2024,15-06-2024,12,Mr. Lawrence Edwards,Male,Saint Barthelemy,8335,1,1614267,8550,Low,Cruise,Group,28898545230
398,Paris,France,21-03-2024,09-04-2024,19,Shannon Hester,Female,Bulgaria,311,3,3480011,2062,Low,Car,Group,27439114547
399,Bangkok,Thailand,26-02-2025,02-03-2025,4,Justin Flores,Male,Lao People's Democratic Republic,2720,5,2476537,4405,Low,Cruise,Family,28843595717
400,New York,USA,20-10-2023,03-11-2023,14,David Davis,Other,French Guiana,6781,5,1795038,7570,Medium,Car,Group,25136471294
401,Tokyo,Japan,10-05-2024,05-06-2024,26,Jennifer Estes,Female,United Arab Emirates,8282,3,3022635,9830,High,Cruise,Family,25514217912
402,Dubai,UAE,18-11-2023,12-12-2023,24,Taylor Griffith,Other,Comoros,3172,4,5247639,4775,High,Car,Group,26336822876
403,Tokyo,Japan,28-02-2025,26-03-2025,26,Zachary Owens,Male,Turkmenistan,9685,4,9620780,9851,Low,Cruise,Family,25514217912
404,Barcelona,Spain,12-03-2024,22-03-2024,10,Brandon Long MD,Other,Dominican Republic,9565,1,8424603,9953,Medium,Air,Group,25858011842
405,Bangkok,Thailand,31-12-2023,13-01-2024,13,Amber Campbell,Male,Nauru,1753,3,7593206,1876,Medium,Train,Group,28843595717
406,New York,USA,01-06-2025,15-06-2025,14,Megan Mitchell,Female,Algeria,2070,1,907780,2960,Medium,Bus,Group,25136471294
407,Rome,Italy,05-05-2025,23-05-2025,18,Cesar Baker,Female,Haiti,6054,5,6397287,6361,Medium,Cruise,Group,26664516195
408,Tokyo,Japan,01-03-2025,18-03-2025,17,Andrew Williams,Male,Moldova,847,3,436852,1599,Medium,Air,Solo,25514217912
409,Bangkok,Thailand,15-12-2023,23-12-2023,8,Dylan Hughes,Female,Korea,2936,1,9277913,4875,Low,Car,Business,28843595717
410,Barcelona,Spain,01-03-2025,19-03-2025,18,Samantha Hanson,Other,New Caledonia,807,4,2868193,2150,Medium,Train,Solo,25858011842
411,New York,USA,17-10-2023,30-10-2023,13,Brent Brooks,Male,Guadeloupe,3412,4,9396463,4990,High,Cruise,Family,25136471294
412,London,UK,22-09-2024,04-10-2024,12,Nicole Gonzalez,Male,Madagascar,1871,1,6691805,3141,High,Bus,Group,27521149477
413,Paris,France,23-05-2024,06-06-2024,14,Amber Taylor,Male,Grenada,7305,1,5041719,9092,High,Cruise,Couple,27439114547
414,Dubai,UAE,01-04-2025,07-04-2025,6,Jesus Obrien,Male,Malawi,3690,2,4995783,3957,Medium,Air,Family,26336822876
415,Rome,Italy,02-11-2023,20-11-2023,18,Louis Martin,Female,New Zealand,4641,1,9228919,5534,Low,Car,Couple,26664516195
416,Bangkok,Thailand,10-02-2025,18-02-2025,8,Linda Romero,Female,Madagascar,1031,3,7477620,2083,Medium,Train,Family,28843595717
417,Barcelona,Spain,02-09-2024,06-09-2024,4,Justin Wells Jr.,Male,Greenland,1884,1,5867862,3639,High,Bus,Business,25858011842
418,Dubai,UAE,21-12-2024,10-01-2025,20,Jason Parker,Male,United Arab Emirates,6642,5,7123480,7838,High,Bus,Business,26336822876
419,Dubai,UAE,30-01-2025,17-02-2025,18,Lori Carlson,Female,Estonia,1593,4,682647,2721,High,Cruise,Business,26336822876
420,Barcelona,Spain,07-12-2024,14-12-2024,7,Paula Lane,Male,Saint Helena,7657,2,2904559,8190,Low,Train,Solo,25858011842
421,Rome,Italy,25-08-2023,30-08-2023,5,Carolyn Fuller,Other,Nicaragua,7433,2,2580985,9241,High,Car,Family,26664516195
422,New York,USA,09-03-2025,14-03-2025,5,Brittany Becker,Female,Antigua and Barbuda,9415,4,9361932,10182,Medium,Cruise,Couple,25136471294
423,Paris,France,03-10-2024,31-10-2024,28,Ashley Smith,Other,Germany,9926,5,7139616,10256,Medium,Train,Group,27439114547
424,Barcelona,Spain,06-06-2024,27-06-2024,21,Michael Jenkins,Other,Singapore,1941,1,9540266,3637,Low,Car,Business,25858011842
425,Bangkok,Thailand,02-11-2024,18-11-2024,16,Shelley Fitzgerald,Female,Bahamas,6575,4,9696957,7922,Medium,Air,Group,28843595717
426,London,UK,15-01-2025,30-01-2025,15,Daniel Nguyen,Male,Panama,6881,1,6740300,8802,Medium,Train,Solo,27521149477
427,Sydney,Australia,22-07-2024,02-08-2024,11,Emily Thompson,Female,United States Minor Outlying Islands,631,3,5184418,1367,Medium,Bus,Solo,29339201955
428,Dubai,UAE,03-09-2024,10-09-2024,7,Hector Ingram,Female,Saint Helena,7559,3,4620117,9151,Medium,Cruise,Solo,26336822876
429,Dubai,UAE,26-12-2024,12-01-2025,17,Melissa Bishop,Male,Congo,6971,4,8765455,8847,Medium,Air,Business,26336822876
430,Tokyo,Japan,24-01-2024,29-01-2024,5,Edwin David,Female,French Southern Territories,8603,4,2375826,10301,High,Cruise,Solo,25514217912
431,Tokyo,Japan,06-03-2025,15-03-2025,9,Daniel Bush,Male,Ghana,1244,2,654840,2278,Low,Car,Group,25514217912
432,London,UK,23-07-2024,06-08-2024,14,Timothy Pope,Female,Falkland Islands (Malvinas),8575,4,2178241,10070,Low,Train,Family,27521149477
433,Sydney,Australia,25-02-2024,18-03-2024,22,Michael James,Female,Indonesia,3209,4,9946216,4438,Medium,Car,Group,29339201955
434,London,UK,12-04-2025,08-05-2025,26,Raymond Thomas,Other,Armenia,1780,3,560542,2671,Low,Train,Business,27521149477
435,Dubai,UAE,25-02-2024,26-03-2024,30,Angela Bradshaw,Male,Palau,3988,2,4614473,5422,Medium,Cruise,Solo,26336822876
436,Paris,France,01-02-2024,19-02-2024,18,Cindy Clayton,Male,Faroe Islands,3137,5,241997,3695,Medium,Cruise,Family,27439114547
437,London,UK,10-07-2025,26-07-2025,16,Denise Rodriguez,Female,Saint Vincent and the Grenadines,6013,4,4327836,6559,Medium,Car,Business,27521149477
438,Barcelona,Spain,14-10-2024,29-10-2024,15,Anthony Stein,Other,Czech Republic,1976,1,8681776,3432,Medium,Cruise,Business,25858011842
439,Barcelona,Spain,23-11-2024,05-12-2024,12,Brett Rivera,Female,Latvia,2071,4,1171008,2859,Medium,Car,Family,25858011842
440,London,UK,03-10-2023,26-10-2023,23,Brenda Oconnell,Other,Vanuatu,5195,2,2615396,6354,Low,Air,Business,27521149477
441,Rome,Italy,16-11-2023,10-12-2023,24,Timothy Johns,Female,Lesotho,2592,1,8444531,3297,Medium,Bus,Couple,26664516195
442,Rome,Italy,03-12-2024,29-12-2024,26,Victor Morris,Male,Oman,9852,5,3286247,10654,High,Train,Business,26664516195
443,Sydney,Australia,31-08-2023,24-09-2023,24,Ann Andrews,Female,Marshall Islands,8611,3,2951902,10432,High,Cruise,Group,29339201955
444,London,UK,09-02-2025,15-02-2025,6,Taylor Gentry,Female,China,2396,3,9478994,4058,Low,Car,Solo,27521149477
445,Dubai,UAE,05-06-2024,19-06-2024,14,Casey Gillespie,Male,Taiwan,5331,4,5658579,6192,Medium,Cruise,Family,26336822876
446,Sydney,Australia,20-05-2024,19-06-2024,30,Charlotte Curry,Male,Tunisia,8009,1,9890757,9297,High,Air,Couple,29339201955
447,Dubai,UAE,05-07-2025,24-07-2025,19,Andrew Evans,Male,Netherlands Antilles,6553,5,5105578,7499,Low,Train,Group,26336822876
448,Dubai,UAE,08-10-2023,21-10-2023,13,Frances Gibson,Female,Norway,9629,4,2502902,10376,High,Train,Solo,26336822876
449,Sydney,Australia,10-09-2024,23-09-2024,13,Stacy Anderson,Other,Macedonia,3197,3,1073306,3306,Medium,Car,Group,29339201955
450,Tokyo,Japan,14-07-2024,04-08-2024,21,Robert Rivera,Male,Saint Martin,8321,1,2271071,9679,Medium,Bus,Couple,25514217912
451,Rome,Italy,07-07-2024,25-07-2024,18,Michelle Smith,Female,Guadeloupe,376,1,9055386,884,High,Car,Solo,26664516195
452,Bangkok,Thailand,22-03-2025,18-04-2025,27,Michael Lee,Other,New Caledonia,3422,1,169186,4805,High,Train,Group,28843595717
453,Bangkok,Thailand,11-05-2025,23-05-2025,12,Jennifer Patterson,Male,Greece,1982,4,8544584,3287,Medium,Train,Solo,28843595717
454,Paris,France,22-09-2023,04-10-2023,12,Brandon Holden,Female,Lesotho,7769,5,8893234,8560,Medium,Train,Family,27439114547
455,Sydney,Australia,24-03-2024,07-04-2024,14,Adriana Reyes,Male,Kiribati,3001,4,420859,3568,Low,Train,Group,29339201955
456,Paris,France,21-02-2025,14-03-2025,21,Gary Aguilar,Other,Montenegro,3068,1,6250383,4624,High,Air,Couple,27439114547
457,London,UK,25-07-2023,21-08-2023,27,Ian Young,Other,Papua New Guinea,1096,5,904641,2551,Low,Air,Solo,27521149477
458,New York,USA,16-10-2023,01-11-2023,16,Christopher Parks,Female,Uzbekistan,6530,1,9281874,7147,Medium,Train,Group,25136471294
459,Paris,France,11-06-2025,23-06-2025,12,Patricia Vaughn,Female,Northern Mariana Islands,1954,5,4629464,3329,High,Train,Couple,27439114547
460,New York,USA,27-06-2025,16-07-2025,19,Holly Walker,Other,Burkina Faso,2228,3,2012813,3935,Low,Bus,Group,25136471294
461,Barcelona,Spain,22-07-2024,31-07-2024,9,Paul Obrien,Female,Israel,8871,2,6104931,10411,Medium,Car,Group,25858011842
462,Paris,France,12-01-2025,01-02-2025,20,Kaitlin Medina,Female,Papua New Guinea,3702,4,5646608,4282,Low,Air,Solo,27439114547
463,New York,USA,18-04-2025,17-05-2025,29,David Fischer,Other,Tunisia,8395,2,1611336,10091,High,Air,Solo,25136471294
464,London,UK,19-03-2025,11-04-2025,23,Jeremy Padilla,Male,Belarus,7783,3,4531282,8833,Low,Air,Group,27521149477
465,Paris,France,28-06-2025,28-07-2025,30,Amy Kelley,Female,Macedonia,6201,3,7247013,7813,Low,Air,Solo,27439114547
466,Paris,France,21-12-2023,20-01-2024,30,Brittany Murphy,Male,Maldives,3093,3,6098314,5024,Medium,Cruise,Family,27439114547
467,New York,USA,24-06-2024,08-07-2024,14,Daniel Aguilar,Female,Bermuda,3296,1,6823930,4215,Medium,Car,Couple,25136471294
468,Sydney,Australia,14-06-2025,12-07-2025,28,Rhonda Chavez,Female,Malawi,3032,1,2323175,4557,High,Air,Group,29339201955
469,New York,USA,03-06-2024,19-06-2024,16,Anthony Ford,Other,Sri Lanka,8208,5,7451152,8679,High,Bus,Family,25136471294
470,Barcelona,Spain,12-03-2024,15-03-2024,3,Jennifer Velasquez,Other,Samoa,2440,4,8289341,2771,Medium,Bus,Solo,25858011842
471,New York,USA,02-01-2024,13-01-2024,11,Amber Cooper,Other,Bahrain,5448,1,8904983,7119,High,Cruise,Business,25136471294
472,Dubai,UAE,09-09-2024,03-10-2024,24,Taylor Jones DVM,Female,Antigua and Barbuda,8804,5,1697897,9790,High,Train,Couple,26336822876
473,Bangkok,Thailand,24-02-2024,19-03-2024,24,Randy Cannon,Other,Saint Lucia,6605,2,9467461,8531,High,Air,Solo,28843595717
474,Tokyo,Japan,29-11-2024,18-12-2024,19,Jacqueline Vance,Female,Kiribati,8423,2,1356030,10061,Medium,Car,Group,25514217912
475,Bangkok,Thailand,22-05-2025,02-06-2025,11,Jamie Miller,Male,Panama,8605,2,9335783,10022,Medium,Bus,Group,28843595717
476,New York,USA,26-05-2025,12-06-2025,17,Martha Bailey,Female,Christmas Island,9688,4,1576728,11542,Medium,Bus,Family,25136471294
477,New York,USA,06-09-2024,24-09-2024,18,Cameron Irwin,Other,Syrian Arab Republic,591,1,6868594,1535,Low,Cruise,Business,25136471294
478,Paris,France,19-07-2023,17-08-2023,29,Veronica Ford,Male,Saint Helena,5290,5,9534375,5813,High,Bus,Family,27439114547
479,Bangkok,Thailand,11-09-2024,10-10-2024,29,James Hall,Male,Kuwait,3952,4,5669576,5199,High,Cruise,Couple,28843595717
480,Bangkok,Thailand,10-04-2024,05-05-2024,25,Colin Golden,Female,Serbia,2168,1,3820299,2272,Medium,Car,Family,28843595717
481,Cape Town,South Africa,12-10-2023,31-10-2023,19,Matthew Mendez,Female,Vietnam,2041,1,2854070,3149,Low,Bus,Solo,28898545230
482,London,UK,02-06-2025,24-06-2025,22,Cynthia Jones,Male,Nauru,3372,1,6691709,3913,Medium,Train,Family,27521149477
483,New York,USA,12-08-2023,08-09-2023,27,Michael Brennan,Female,Ecuador,1061,5,2167274,2742,Medium,Bus,Business,25136471294
484,Cape Town,South Africa,11-02-2025,18-02-2025,7,Jeffrey Fernandez,Female,Saudi Arabia,371,5,914896,1604,Medium,Cruise,Couple,28898545230
485,Cape Town,South Africa,17-05-2025,13-06-2025,27,Brenda Holder,Male,Djibouti,9779,2,2253888,10091,Medium,Cruise,Business,28898545230
486,Bangkok,Thailand,10-04-2025,29-04-2025,19,Laura Ray,Female,Sierra Leone,7159,5,4264755,7819,Medium,Car,Family,28843595717
487,Sydney,Australia,20-12-2024,17-01-2025,28,Cynthia Walter,Male,Panama,2563,4,8694877,3275,High,Cruise,Family,29339201955
488,Cape Town,South Africa,24-08-2024,16-09-2024,23,Eric Brown,Male,Yemen,3591,2,4975114,5097,Medium,Train,Group,28898545230
489,Cape Town,South Africa,18-10-2024,07-11-2024,20,Susan Garrett,Other,Japan,5581,1,6009569,6832,Medium,Cruise,Business,28898545230
490,Rome,Italy,20-09-2024,14-10-2024,24,William David DDS,Other,Solomon Islands,9047,3,7186467,10802,Low,Cruise,Solo,26664516195
491,Paris,France,27-08-2024,11-09-2024,15,Jason Hernandez,Male,Honduras,1169,1,3453806,1815,Low,Car,Family,27439114547
492,Tokyo,Japan,06-12-2023,04-01-2024,29,Kara Atkinson,Male,French Southern Territories,5135,2,9179361,5301,Medium,Bus,Solo,25514217912
493,Barcelona,Spain,13-05-2025,12-06-2025,30,Renee Melendez,Other,Moldova,9505,2,9516557,10401,Low,Cruise,Family,25858011842
494,Paris,France,01-06-2024,16-06-2024,15,Kristin Anderson,Female,Ecuador,7125,3,9363113,7335,Low,Car,Group,27439114547
495,Barcelona,Spain,31-01-2024,01-03-2024,30,Matthew Nielsen,Female,Tanzania,3995,3,9971467,5214,High,Cruise,Group,25858011842
496,Dubai,UAE,30-04-2024,12-05-2024,12,Nathaniel Lee,Female,Ethiopia,3206,1,3236946,3661,High,Cruise,Solo,26336822876
497,Rome,Italy,04-05-2024,08-05-2024,4,Lindsey Russo,Female,Comoros,4872,5,4533204,5238,Low,Cruise,Family,26664516195
498,Paris,France,01-04-2025,14-04-2025,13,Misty Hansen,Female,Lesotho,2836,1,2678714,3596,High,Air,Business,27439114547
499,London,UK,26-12-2023,13-01-2024,18,Felicia Krueger,Other,American Samoa,9313,3,1322736,11018,High,Car,Business,27521149477
500,Dubai,UAE,28-12-2023,05-01-2024,8,Tonya Wilson,Other,Saudi Arabia,1417,5,2773793,2368,High,Cruise,Couple,26336822876
501,New York,USA,22-07-2024,05-08-2024,14,Melissa Padilla,Male,Indonesia,3795,3,5654374,4633,Medium,Train,Business,25136471294
502,Cape Town,South Africa,26-06-2025,14-07-2025,18,Frank Campbell,Other,Lao People's Democratic Republic,444,1,5905039,1456,Low,Cruise,Business,28898545230
503,Dubai,UAE,03-09-2024,07-09-2024,4,Elizabeth Ward,Other,Turkmenistan,5558,4,2002100,6448,Medium,Cruise,Family,26336822876
504,Paris,France,06-08-2024,25-08-2024,19,Robert Bowen,Female,Senegal,8726,5,7575204,9822,Low,Car,Group,27439114547
505,Bangkok,Thailand,29-04-2025,18-05-2025,19,Dale Edwards,Male,Aruba,1872,2,9125719,3064,Low,Air,Group,28843595717
506,Dubai,UAE,25-09-2024,25-10-2024,30,Natalie Smith,Other,Mexico,7250,1,3549052,8451,High,Bus,Solo,26336822876
507,Tokyo,Japan,12-07-2025,15-07-2025,3,Michelle Phillips,Female,Congo,5734,1,1568357,5984,Low,Train,Family,25514217912
508,Cape Town,South Africa,29-03-2024,03-04-2024,5,Kelly Sanchez,Other,Mayotte,4029,3,6938943,4923,Medium,Bus,Couple,28898545230
509,Bangkok,Thailand,06-12-2024,09-12-2024,3,Gail Hines,Female,Liechtenstein,2238,5,198967,3651,High,Cruise,Solo,28843595717
510,Barcelona,Spain,29-01-2025,02-02-2025,4,Katherine Jackson,Other,South Africa,1489,3,8536204,1806,Medium,Car,Business,25858011842
511,New York,USA,15-04-2024,27-04-2024,12,Nathan Freeman,Female,United States Virgin Islands,6549,4,617059,7619,Low,Cruise,Group,25136471294
512,Tokyo,Japan,06-06-2025,02-07-2025,26,Maria Brown,Female,Antigua and Barbuda,9241,3,2517186,9951,High,Car,Solo,25514217912
513,Cape Town,South Africa,28-04-2025,28-05-2025,30,Theresa Barnett,Other,Serbia,2616,1,800837,2726,High,Cruise,Couple,28898545230
514,Cape Town,South Africa,21-07-2023,10-08-2023,20,Ryan Hall,Male,Russian Federation,5292,2,5868873,5825,Medium,Cruise,Group,28898545230
515,Tokyo,Japan,11-11-2023,19-11-2023,8,Jonathan Brooks,Male,Nicaragua,4440,2,2023047,4911,High,Cruise,Solo,25514217912
516,Cape Town,South Africa,23-11-2024,10-12-2024,17,Lisa Webb,Other,Libyan Arab Jamahiriya,9305,1,4976342,10780,Low,Car,Solo,28898545230
517,Dubai,UAE,29-07-2023,24-08-2023,26,Juan Smith,Other,Malta,8282,3,6091787,8644,High,Train,Solo,26336822876
518,London,UK,27-01-2025,18-02-2025,22,William Smith,Male,Suriname,3470,3,8251398,4492,Medium,Cruise,Family,27521149477
519,Barcelona,Spain,09-01-2025,16-01-2025,7,Renee Browning,Other,Botswana,9587,3,5407189,10564,Low,Air,Family,25858011842
520,Dubai,UAE,29-06-2025,27-07-2025,28,Chase Lee,Male,Mali,7445,3,6131174,7820,High,Car,Couple,26336822876
521,Sydney,Australia,29-01-2024,15-02-2024,17,Debra Sanders,Female,Holy See (Vatican City State),5304,4,9355517,5626,Low,Cruise,Solo,29339201955
522,London,UK,27-05-2024,26-06-2024,30,David Terry,Male,French Southern Territories,9124,2,4516344,10726,High,Air,Solo,27521149477
523,Paris,France,29-12-2024,28-01-2025,30,Angela Frey,Other,Pakistan,811,5,9812343,1740,High,Train,Solo,27439114547
524,Cape Town,South Africa,25-02-2025,08-03-2025,11,Jared Bennett,Other,Lebanon,9142,4,2593647,9991,Medium,Train,Business,28898545230
525,London,UK,29-08-2023,05-09-2023,7,Michele Miller,Female,Tanzania,8510,5,1619244,9422,Medium,Cruise,Solo,27521149477
526,Dubai,UAE,18-06-2024,18-07-2024,30,Erin Madden,Other,Bhutan,3017,5,2455029,4030,Low,Train,Business,26336822876
527,Barcelona,Spain,11-06-2025,05-07-2025,24,Amanda Lewis,Male,Trinidad and Tobago,8221,3,778132,8769,Medium,Train,Solo,25858011842
528,London,UK,04-01-2025,18-01-2025,14,Karen Williams,Male,Belarus,1001,2,8788672,2960,Medium,Bus,Couple,27521149477
529,Sydney,Australia,29-12-2024,02-01-2025,4,Stephanie Elliott,Male,Antigua and Barbuda,5609,1,8847185,7006,Medium,Car,Business,29339201955
530,Cape Town,South Africa,03-12-2023,24-12-2023,21,Emily Ali,Male,Myanmar,6471,4,6228662,7774,High,Air,Business,28898545230
531,London,UK,05-11-2023,20-11-2023,15,Michelle Sanders,Male,Belarus,8760,4,6020646,10533,Medium,Bus,Couple,27521149477
532,Barcelona,Spain,05-03-2024,08-03-2024,3,David Davenport,Other,Iceland,2576,4,2878404,3147,Low,Cruise,Family,25858011842
533,Dubai,UAE,23-12-2024,30-12-2024,7,Evelyn Campos,Male,Burundi,2878,3,2085251,4331,Low,Bus,Family,26336822876
534,New York,USA,21-03-2025,08-04-2025,18,Misty Mason DVM,Other,Austria,8144,4,3635025,9453,Low,Bus,Solo,25136471294
535,Dubai,UAE,30-09-2023,04-10-2023,4,Ryan Peterson,Male,Seychelles,9696,5,2803298,10071,High,Cruise,Solo,26336822876
536,Barcelona,Spain,04-11-2024,11-11-2024,7,Jennifer Ayala,Male,Antarctica (the territory South of 60 deg S),3025,3,3120528,4183,Medium,Cruise,Business,25858011842
537,Paris,France,20-11-2024,16-12-2024,26,Willie Henry,Other,Guinea-Bissau,4944,1,3733834,5963,High,Bus,Couple,27439114547
538,Tokyo,Japan,18-09-2024,28-09-2024,10,Jessica Frazier,Female,Panama,2638,5,3151509,4014,High,Cruise,Family,25514217912
539,Tokyo,Japan,07-05-2024,02-06-2024,26,Luke Yates,Other,Rwanda,5914,4,1254992,6484,Medium,Bus,Group,25514217912
540,New York,USA,12-09-2023,15-09-2023,3,Christian Dawson,Male,Norfolk Island,8864,5,7142991,10656,Low,Cruise,Solo,25136471294
541,Tokyo,Japan,13-11-2023,01-12-2023,18,Emily Rodriguez,Other,Albania,939,5,8544462,2579,Low,Air,Couple,25514217912
542,Tokyo,Japan,12-03-2024,03-04-2024,22,Philip Garcia,Other,Benin,319,4,8858448,1280,Medium,Air,Business,25514217912
543,Rome,Italy,09-12-2023,19-12-2023,10,Justin Hunt,Female,Bosnia and Herzegovina,6546,3,9982586,8293,High,Cruise,Solo,26664516195
544,Rome,Italy,06-08-2023,13-08-2023,7,Julian Carlson,Female,Slovenia,8117,2,1506225,8797,High,Cruise,Couple,26664516195
545,London,UK,24-03-2024,02-04-2024,9,Alexandria Gutierrez,Male,Slovakia (Slovak Republic),416,5,8866777,757,High,Air,Couple,27521149477
546,Dubai,UAE,20-09-2023,15-10-2023,25,Kristin Haney,Female,Ecuador,6998,3,1888169,7414,Medium,Cruise,Family,26336822876
547,London,UK,03-10-2024,02-11-2024,30,Melissa Jackson,Other,Ethiopia,7239,5,6234489,8592,Medium,Bus,Group,27521149477
548,Rome,Italy,06-03-2024,26-03-2024,20,Charles Jackson,Other,Falkland Islands (Malvinas),8204,2,6311142,9449,High,Bus,Family,26664516195
549,London,UK,08-06-2024,29-06-2024,21,Richard Ward,Female,Western Sahara,6822,2,2097927,8453,Low,Bus,Group,27521149477
550,New York,USA,24-01-2024,02-02-2024,9,Kathleen Jensen,Other,Kuwait,6862,3,9337136,8219,High,Air,Group,25136471294
551,Rome,Italy,08-10-2023,31-10-2023,23,Adam Foster,Male,Tajikistan,1792,2,8013286,3788,High,Bus,Solo,26664516195
552,New York,USA,09-11-2024,20-11-2024,11,Scott Alexander,Male,Jersey,6375,1,733429,7958,Medium,Bus,Business,25136471294
553,Cape Town,South Africa,10-04-2025,22-04-2025,12,Marilyn Wheeler,Other,French Southern Territories,1241,2,8394125,2240,Low,Train,Business,28898545230
554,London,UK,22-03-2024,31-03-2024,9,Melissa Mendoza,Male,Christmas Island,8664,5,3986793,10023,Low,Air,Family,27521149477
555,Dubai,UAE,21-05-2024,13-06-2024,23,Doris Neal,Male,Liechtenstein,2879,1,4729452,4575,Medium,Car,Couple,26336822876
556,Rome,Italy,06-10-2024,27-10-2024,21,Erika Ramirez,Male,Solomon Islands,8782,1,1251205,10764,Low,Cruise,Family,26664516195
557,Cape Town,South Africa,17-05-2024,07-06-2024,21,Timothy Gonzalez,Female,Mauritius,5993,3,3896608,7334,Low,Bus,Couple,28898545230
558,Barcelona,Spain,03-12-2023,06-12-2023,3,Krista Benton,Female,Kyrgyz Republic,3167,4,8593265,3485,High,Air,Business,25858011842
559,London,UK,17-01-2025,30-01-2025,13,Robert Guerra,Male,Bangladesh,8709,3,9124521,10474,High,Car,Couple,27521149477
560,Rome,Italy,13-04-2025,04-05-2025,21,Rebecca Chambers,Female,Burundi,4285,3,7798199,5780,Medium,Cruise,Solo,26664516195
561,Sydney,Australia,19-11-2024,25-11-2024,6,David Moore,Female,Jamaica,1406,4,3797401,2892,High,Train,Family,29339201955
562,Rome,Italy,20-03-2025,03-04-2025,14,Jerry Harper,Other,Mozambique,9076,1,4518274,9684,Medium,Air,Couple,26664516195
563,Bangkok,Thailand,23-05-2024,28-05-2024,5,Tammy Kane,Other,Italy,3224,4,5365911,4048,Low,Cruise,Family,28843595717
564,Tokyo,Japan,11-09-2024,07-10-2024,26,Warren Miles,Other,Sudan,3415,4,3449848,3995,High,Train,Family,25514217912
565,Dubai,UAE,06-09-2024,16-09-2024,10,Suzanne Rodriguez,Male,Egypt,4391,5,6073148,4810,Low,Air,Solo,26336822876
566,Sydney,Australia,08-12-2024,30-12-2024,22,Carol Salazar,Male,Monaco,9171,1,8191518,10031,High,Car,Couple,29339201955
567,Barcelona,Spain,29-11-2024,29-12-2024,30,Jennifer Goodwin,Female,South Africa,8341,2,8675399,9014,Medium,Train,Business,25858011842
568,Tokyo,Japan,15-06-2024,19-06-2024,4,Brett Walker,Other,San Marino,7233,4,9172580,7399,High,Car,Couple,25514217912
569,Tokyo,Japan,22-08-2024,08-09-2024,17,Melissa Walker,Male,Holy See (Vatican City State),8790,4,5395749,10301,Low,Air,Group,25514217912
570,Rome,Italy,15-05-2024,05-06-2024,21,Michael Vaughn,Male,Canada,5631,3,4457055,6114,High,Car,Group,26664516195
571,London,UK,09-04-2024,27-04-2024,18,Mrs. Elizabeth Knapp MD,Other,Switzerland,5921,3,3185559,7042,Medium,Train,Couple,27521149477
572,Bangkok,Thailand,16-07-2025,30-07-2025,14,Hannah Cooper,Female,Slovenia,4881,4,3118040,6151,Low,Cruise,Group,28843595717
573,New York,USA,24-12-2023,19-01-2024,26,Hannah Davis,Female,Saint Helena,4163,5,7351427,6016,Medium,Train,Group,25136471294
574,Tokyo,Japan,08-01-2025,26-01-2025,18,Austin Williams,Male,Russian Federation,3193,4,8481860,3568,High,Cruise,Business,25514217912
575,Bangkok,Thailand,14-10-2023,11-11-2023,28,Greg Rodriguez,Female,South Georgia and the South Sandwich Islands,5215,3,9531118,7073,High,Air,Couple,28843595717
576,New York,USA,21-11-2023,16-12-2023,25,Natalie Black,Male,Mexico,1283,2,4366272,2358,High,Air,Couple,25136471294
577,Bangkok,Thailand,18-11-2023,29-11-2023,11,Jeffery Murray,Female,South Georgia and the South Sandwich Islands,6203,5,9453155,7961,Medium,Car,Solo,28843595717
578,Rome,Italy,26-05-2024,01-06-2024,6,Charlotte Sandoval,Female,Indonesia,3559,5,9761905,4989,High,Cruise,Group,26664516195
579,London,UK,08-08-2023,22-08-2023,14,Sonya Cole,Female,Japan,8663,4,7598243,10584,Low,Bus,Business,27521149477
580,London,UK,14-05-2024,31-05-2024,17,Daniel Ramirez,Other,Romania,2673,2,5760436,3636,High,Cruise,Business,27521149477
581,Rome,Italy,05-04-2025,05-05-2025,30,Laura Lloyd,Male,Martinique,1596,2,5865079,2163,Medium,Car,Family,26664516195
582,London,UK,09-12-2023,31-12-2023,22,Craig Wilson,Other,Paraguay,6779,3,7564156,8478,Medium,Cruise,Business,27521149477
